
#
# Diese Daten sind Input für das Tool: PTNA - Public Transport Network Analysis (https://ptna.openstreetmap.de)
#


= Überblick über die ÖPNV-Linien des Verkehrsverbund Steiermark (Verbund Linie)

- Verweis auf diese Liste mit den [[Austria/Nahverkehr_Steiermark/Analyse/VVSt-Linien|VVSt Linien]] im OSM-Wiki.
-
- Verweis auf mehr [/de/config.php?network=AT-VVSt Informationen] zu dieser Auswertung.
-

== Quellen 
-
#
== S-Bahn
406;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:406:
407;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:407:
409;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:409:
412;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:412:
413;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:413:
414;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:414:
415;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:415:
416;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:416:
417;bus;;;;Martoni Transport GmbH;AT-VVSt;at:stv:417:
418;bus;;;;Wolf Reisen GmbH;AT-VVSt;at:stv:418:
419;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:419:
420;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:420:
421;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:421:
422;bus;;;;Schwarz Reise GmbH;AT-VVSt;at:stv:422:
425;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:425:
430;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:430:
440;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:440:
441;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:441:
442;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:442:
445;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:1445:
445;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:2445:
445;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:3445:
446;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:446:
451;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:451:
452;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:452:
461;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:461:
463;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:463:
466;bus;;;;Prehm GmbH;AT-VVSt;at:stv:466:
470;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:1470:
470;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:470:
473;bus;;;;Retter GmbH;AT-VVSt;at:stv:473:
474;bus;;;;Retter GmbH;AT-VVSt;at:stv:474:
475;bus;;;;Retter GmbH;AT-VVSt;at:stv:475:
477;bus;Teilstrecke: Sinabelkirchen - Untergroßau - Fünfing - Obergroßau - Sinabelkirchen;;;Gruber GmbH & Co KG;AT-VVSt;at:stv:1477:
477;bus;Teilstrecke: Sinabelkirchen - Frösau - Obergroßau - Sinabelkirchen;;;Gruber GmbH & Co KG;AT-VVSt;at:stv:2477:
477;bus;Teilstrecke: Sinabelkirchen - Stallbach - Nagl - Gnies - Sinabelkirchen;;;Gruber GmbH & Co KG;AT-VVSt;at:stv:3477:
477;bus;Sinabelkirchen - Forstberg - Unterrettenbach - Sinabelkirchen;;;Gruber GmbH & Co KG;AT-VVSt;at:stv:477:
482;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:482:
483;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:483:
484;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:484:
485;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:485:
486;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:486:
=== Bereich 5xx 
