
#
# Diese Daten sind Input für das Tool: PTNA - Public Transport Network Analysis (https://ptna.openstreetmap.de)
#


#
# TODO: Zuordnen der mehrfach vorkommenden 'ref'-Werte zu den jeweiligen regionalen Linien
#


= Überblick über die ÖPNV-Linien des Verkehrsverbund Vorarlberg (VVV)

- Verweis auf diese Liste mit den [[Austria/Nahverkehr_Vorarlberg/Analyse/VVV-Linien|VVV Linien]] im OSM-Wiki.
-
- Verweis auf mehr [/de/config.php?network=AT-VVV Informationen] zu dieser Auswertung.
-

== Quellen 
-
#
==S-Bahn
S1;train;Lindau - Bregenz - Dornbirn - Hohenems - Götzis - Rankweil - Feldkirch - Bludenz;;;;1-MS1-V-j26-1
831;bus;Bezau - Bizau (- Schönenbach);;;Landbus Bregenzerwald;AT-VVV;at:vvv:831:;
832;bus;Ortsbus Bezau Seilbahn - Busbahnhof - Mellau Bergbahnen;;;Landbus Bregenzerwald;AT-VVV;at:vvv:832:;
833;bus;Bizau - Reuthe - Bezau - Mellau;;;Landbus Bregenzerwald;AT-VVV;at:vvv:833:;
840;bus;Bregenz - A14 - Wolfurt - Achraintunnel - Egg - Andelsbuch - Bezau - Schoppernau;;;Landbus Bregenzerwald;AT-VVV;at:vvv:840:;
850;bus;Dornbirn - Egg - Andelsbuch - Bezau - Schoppernau;;;Landbus Bregenzerwald;AT-VVV;at:vvv:850:;
851;bus;Au - Damüls;;;Landbus Bregenzerwald;AT-VVV;at:vvv:851:;
852;bus;Schoppernau - Schröcken - Warth - Lech;;;Landbus Bregenzerwald;AT-VVV;at:vvv:852:;
860;bus;Dornbirn - Alberschwende - Lingenau - Hittisau - Sibratsgfäll;;;Landbus Bregenzerwald;AT-VVV;at:vvv:860:;
870;bus;Bersbuch - Schwarzenberg - Bödele - Dornbirn;;;Landbus Bregenzerwald;AT-VVV;at:vvv:870:;
890;bus;(Egg) - Lingenau - Langenegg - Krumbach - Riefensberg - (Oberstaufen);;;Landbus Bregenzerwald;AT-VVV;at:vvv:790:;
891;bus;Hittisau - Bolgenach - Riefensberg;;;Landbus Bregenzerwald;AT-VVV;at:vvv:891:;
-
#
==Nachtbus
LNT;bus;"LNT";;;ÖBB-Postbus GmbH;AT-VVV;at:vvv:9001:;
N1;bus;Feldkirch - Klaus - Rankweil - Feldkirch;;;;AT-VVV;at:vvv:7028:;
N2;bus;"Dornau - Feldkirch";;;Verkehrsbetrieb LIECHTENSTEINmobil;AT-VVV;at:vvv:7029:;
N3;bus;"Buchs SG - Guferwald";;;Verkehrsbetrieb LIECHTENSTEINmobil;AT-VVV;at:vvv:7030:;
N4;bus;"H.Schellenb. - Bahnhof";;;Verkehrsbetrieb LIECHTENSTEINmobil;AT-VVV;at:vvv:7031:;
N6;bus;(St. Anton i. M.) - Schruns - Gaschurn - Partenen;;;mbsBus GmbH;AT-VVV;at:vvv:930:;
#N7;bus;Sonntag - Fontanella - Faschina - Damüls;;;Landbus Großes Walsertal;AT-VVV;at:vvv:979:;
8N1;bus;Nachtbuslinie Schwarzach - Egg - Bezau -Schoppernau;;;Landbus Bregenzerwald;AT-VVV;at:vvv:921:;
8N2;bus;Nachtbuslinie - Bregenz - Sulzberg - Lingenau - Egg;;;Landbus Bregenzerwald;AT-VVV;at:vvv:922:;
8R1;bus;Fahrradbus Egg - Bezau - Warth;;;Landbus Bregenzerwald;AT-VVV;at:vvv:923:;
8R2;bus;"Bregenz-Hittisau-Egg";;;Landbus Bregenzerwald;AT-VVV;at:vvv:924:;
-
#
==RTB Rheintal Bus
#303;bus;;Diepoldsau|Hohenems;Heerbrugg;BOS/rtb
#323;bus;Heerbrugg – Widnau – Diepoldsau – Hohenems
#351;bus;Heerbrugg – Widnau – Lustenau – Dornbirn
-
#
==LIEmobil
11;bus;Sargans - Trübbach - Balzers - Triesen - Vaduz - Schaan - Bendern - Eschen - Mauren - Feldkirch
13;bus;(Trübbach) – Balzers – Eschen – Schaanwald – (Feldkirch)
14;bus;(Vaduz) – Schaan – Nendeln – Feldkirch
36E;bus;Triesen - Vaduz - Schaan - Bendern - Ruggell - Feldkirch
-

== Schulbusse
SK;bus;"Schulbus Dornbirn Primelweg-Rathaus";;;Stadtbus Dornbirn;AT-VVV;at:vvv:230:;
SK;bus;"Schulbus Dornbirn Mühlebach-Treffpunkt an der Ach";;;Stadtbus Dornbirn;AT-VVV;at:vvv:231:;
SK;bus;"Schulbus Dornbirn Am Stieglbach-Kehlegg";;;Stadtbus Dornbirn;AT-VVV;at:vvv:232:;
SK;bus;"Schulbus Dornbirn Am Stiglbach-Winsau Rose";;;Stadtbus Dornbirn;AT-VVV;at:vvv:234:;
SK;bus;"Schulbus Dornbirn Wallenmahd-Birkenwiese";;;Stadtbus Dornbirn;AT-VVV;at:vvv:235:;
SK;bus;"Schulbus Dornbirn Am Feuergraben-Ausweichschule";;;Stadtbus Dornbirn;AT-VVV;at:vvv:236:;
SK;bus;"Schulbus Hörbranz-Lochau-Bregenz-Lauterach";;;Landbus Unterland;AT-VVV;at:vvv:9401:;
SK;bus;"Schulbus Möggers-Hohenweiler-Hörbranz-Lochau--Bregenz";;;Landbus Unterland;AT-VVV;at:vvv:9402:;
SK;bus;"Schulbus Hörbranz";;;Landbus Unterland;AT-VVV;at:vvv:9403:;
SK;bus;"Schulbus Bregenz-Hörbranz-Lochau-Bregenz";;;Landbus Unterland;AT-VVV;at:vvv:9404:;
SK;bus;"Schulbus Gaißau-Höchst-Lustenau-Dornbirn";;;Landbus Unterland;AT-VVV;at:vvv:9405:;
SK;bus;"Schulbus Lustenau-Hard-Lauterach-Bregenz";;;Landbus Unterland;AT-VVV;at:vvv:9406:;
SK;bus;"Schulbus Dornbirn-Schwarzach-Wolfurt-Kennelbach-Bregenz";;;Landbus Unterland;AT-VVV;at:vvv:9407:;
SK;bus;"Schulbus Lustenau Rathaus-Bahnhof";;;Landbus Unterland;AT-VVV;at:vvv:9409:;
SK;bus;"Schulbus Gaißau-Höchst-Dornbirn";;;Landbus Unterland;AT-VVV;at:vvv:9410:;
SK;bus;"Schulbus Höchst-Fußach-Hard";;;Landbus Unterland;AT-VVV;at:vvv:9411:;
SK;bus;"Schulbus Gaißau-Höchst-Fußach-Hard-Bregenz";;;Landbus Unterland;AT-VVV;at:vvv:9412:;
SK;bus;"Schulbus Höchst";;;Landbus Unterland;AT-VVV;at:vvv:9413:;
SK;bus;"Schulbus Hard-Lauterach";;;Landbus Unterland;AT-VVV;at:vvv:9414:;
SK;bus;"Schulbus Fußach-Höchst-Lustenau";;;Landbus Unterland;AT-VVV;at:vvv:9415:;
SK;bus;"Schulbus Lustenau Holzmühlestraße-Rathaus";;;Landbus Unterland;AT-VVV;at:vvv:9416:;
SK;bus;"Schulbus Lustenau Grüttstraße-VS Rotkreuz";;;Landbus Unterland;AT-VVV;at:vvv:9417:;
SK;bus;"Schulbus Lustenau Holzmühlestraße-VS Rotkreuz";;;Landbus Unterland;AT-VVV;at:vvv:9418:;
SK;bus;"Schulbus Eichenberg";;;Landbus Unterland;AT-VVV;at:vvv:9420:;
SK;bus;"Schulbus Mäder-Götzis-Altach-Hohenems";;;Landbus Unterland;AT-VVV;at:vvv:9421:;
SK;bus;"Schulbus Götzis-Mäder-Altach-Hohenems-Lustenau";;;Landbus Unterland;AT-VVV;at:vvv:9422:;
SK;bus;"Schulbus Mäder-Altach-Hohenems-Dornbirn";;;Landbus Unterland;AT-VVV;at:vvv:9423:;
SK;bus;"Schulbus Hohenems Unterklien-Spielestraße";;;Landbus Unterland;AT-VVV;at:vvv:9424:;
SK;bus;"Schulbus Hohenems Spielerstraße-Unterklien";;;Landbus Unterland;AT-VVV;at:vvv:9426:;
SK;bus;"Schulbus Hohenems Nibelungenstraße-Altach-Hohenems Unterklien";;;Landbus Unterland;AT-VVV;at:vvv:9427:;
SK;bus;"Schulbus Hohenems Otten Areal-Nibelungenstraße";;;Landbus Unterland;AT-VVV;at:vvv:9428:;
SK;bus;"Schulbus Götzis";;;Landbus Unterland;AT-VVV;at:vvv:9440:;
SK;bus;"Schulbus Dornbirn-Lustenau";;;Landbus Unterland;AT-VVV;at:vvv:9461:;
SK;bus;"Schulbus Schule Schendlingen";;;Stadtbus Bregenz;AT-VVV;at:vvv:980:;

== Skibus
WS;bus;"Skibus Schröcken-Warth";;;Warth-Schröcken Tourismus;AT-VVV;at:vvv:80:;


#
