
#
# Diese Daten sind Input für das Tool: PTNA - Public Transport Network Analysis (https://ptna.openstreetmap.de)
#

# Überblick über die ÖPNV-Linien des "Salzburger Verkehrsverbund" (SVV)

- Verweis auf diese Liste mit den [[Austria/Nahverkehr_Salzburg/Analyse/SVV-Linien|SVV Linien]] im OSM-Wiki.
-
- Verweis auf mehr [/de/config.php?network=AT-SVV Informationen] zu dieser Auswertung.
-

== Quellen 
-
#
== Bahnen
=== Regional-Express
772;bus;;;;Österreichische Postbus AG;AT-SVV;at:svv:377200:

==== Linien 8xx
871;bus;;;;Österreichische Postbus AG;AT-SVV;at:svv:787100:
874;bus;;;;Österreichische Postbus AG;AT-SVV;at:svv:787400:
875;bus;;;;Österreichische Postbus AG;AT-SVV;at:svv:787500:

==== Linien 9xx
911;bus;;;;Österreichische Postbus AG;AT-SVV;at:svv:391100:
912;bus;;;;Österreichische Postbus AG;AT-SVV;at:svv:391200:
913;bus;;;;Österreichische Postbus AG;AT-SVV;at:svv:391300:
914;bus;;;;Fischwenger;AT-SVV;at:svv:391400:
915;bus;;;;Fischwenger;AT-SVV;at:svv:391500:

